model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
Fiesta,2016,8919,Manual,10010,Petrol,125,54.3,1.2
Fiesta,2017,9599,Manual,15000,Petrol,145,65.7,1
Fiesta,2017,8999,Manual,11754,Petrol,145,54.3,1.2
Fiesta,2018,12539,Semi-Auto,19555,Petrol,145,54.3,1
Fiesta,2018,11139,Manual,16742,Petrol,145,65.7,1
Fiesta,2018,12139,Manual,11064,Petrol,145,62.8,1
Fiesta,2018,11169,Manual,9267,Petrol,145,65.7,1
Fiesta,2018,12429,Manual,8508,Petrol,145,62.8,1
Fiesta,2017,9899,Manual,2366,Petrol,145,54.3,1.2
Fiesta,2017,10499,Manual,23843,Petrol,145,62.8,1
Fiesta,2017,9429,Manual,24024,Petrol,145,65.7,1
Fiesta,2016,7147,Manual,11960,Petrol,125,54.3,1.2
Fiesta,2018,9700,Manual,23370,Petrol,145,58.9,1
Fiesta,2018,11690,Manual,11450,Petrol,145,62.8,1
Fiesta,2018,11360,Manual,17330,Petrol,145,65.7,1
Fiesta,2019,16399,Manual,11500,Petrol,145,40.3,1.5
Fiesta,2017,10445,Manual,10000,Petrol,145,65.7,1
Fiesta,2017,9545,Manual,12000,Petrol,145,65.7,1
Fiesta,2018,10799,Manual,12000,Petrol,145,58.9,1
Fiesta,2018,11091,Manual,17474,Petrol,145,65.7,1
Fiesta,2018,10899,Manual,14000,Petrol,145,65.7,1
Fiesta,2017,8999,Manual,10000,Petrol,145,54.3,1.2
Fiesta,2017,10739,Manual,16670,Petrol,145,62.8,1
Fiesta,2017,8591,Manual,19295,Petrol,145,64.2,1.1
Fiesta,2017,10590,Manual,26324,Petrol,145,65.7,1
Fiesta,2018,11399,Manual,11740,Petrol,145,65.7,1
Fiesta,2014,6819,Manual,38313,Petrol,0,65.7,1
Fiesta,2018,10500,Manual,11044,Petrol,145,65.7,1
Fiesta,2018,12532,Manual,5089,Petrol,145,65.7,1
Fiesta,2015,7200,Manual,25370,Petrol,125,54.3,1.2
Fiesta,2014,5750,Manual,39860,Petrol,30,54.3,1.2
Fiesta,2017,10250,Manual,26766,Petrol,0,65.7,1
Fiesta,2013,6990,Manual,41493,Petrol,0,65.7,1
Fiesta,2017,8499,Manual,34711,Petrol,0,65.7,1
Fiesta,2018,9523,Manual,20827,Petrol,145,64.2,1.1
Fiesta,2018,9523,Manual,20827,Petrol,145,64.2,1.1
Fiesta,2017,8500,Manual,38139,Petrol,150,65.7,1
Fiesta,2017,10500,Manual,15296,Petrol,0,65.7,1
Fiesta,2016,9000,Manual,23209,Petrol,0,65.7,1
Fiesta,2018,9700,Manual,12904,Petrol,150,64.2,1.1
Fiesta,2014,7200,Manual,23594,Petrol,0,65.7,1
Fiesta,2018,11000,Manual,29954,Petrol,150,62.8,1
Fiesta,2018,12199,Manual,8259,Petrol,145,65.7,1
Fiesta,2018,12679,Manual,3590,Petrol,145,65.7,1
Fiesta,2017,11299,Manual,22224,Petrol,145,62.8,1
Fiesta,2015,7770,Manual,24074,Petrol,0,65.7,1
Fiesta,2017,7600,Manual,14630,Petrol,145,54.3,1.2
Fiesta,2015,7000,Manual,37650,Petrol,0,65.7,1
Fiesta,2015,7930,Manual,39000,Petrol,0,65.7,1
Fiesta,2018,9995,Manual,17448,Petrol,145,55.4,1.1
Fiesta,2018,10995,Manual,11990,Petrol,145,58.9,1
Fiesta,2018,11699,Manual,6166,Petrol,145,65.7,1
Fiesta,2018,10999,Manual,14245,Petrol,145,65.7,1
Fiesta,2018,13084,Manual,5681,Petrol,145,65.7,1
Fiesta,2019,14999,Manual,3575,Petrol,145,60.1,1
Fiesta,2018,13499,Manual,5635,Petrol,145,58.9,1
Fiesta,2019,11995,Manual,11882,Petrol,145,58.9,1
Fiesta,2016,10295,Semi-Auto,8507,Petrol,0,57.7,1
Fiesta,2019,16795,Manual,877,Petrol,145,55.4,1
Fiesta,2018,11795,Manual,13645,Petrol,145,62.8,1
Fiesta,2017,9495,Manual,10386,Petrol,145,65.7,1
Fiesta,2015,9200,Manual,22640,Petrol,0,65.7,1
Fiesta,2018,10620,Manual,13240,Petrol,145,65.7,1
Fiesta,2016,9480,Manual,26435,Petrol,0,65.7,1
Fiesta,2018,11000,Manual,32675,Petrol,145,56.5,1
Fiesta,2018,11160,Manual,20372,Petrol,145,56.5,1
Fiesta,2018,10595,Manual,20106,Petrol,145,65.7,1
Fiesta,2019,14480,Manual,11903,Petrol,145,58.9,1
Fiesta,2019,14310,Manual,13500,Petrol,145,58.9,1
Fiesta,2018,11250,Manual,22175,Petrol,145,56.5,1
Fiesta,2017,8680,Manual,41491,Petrol,145,65.7,1
Fiesta,2019,16610,Manual,7128,Petrol,145,55.4,1
Fiesta,2019,11840,Manual,7259,Petrol,145,58.9,1
Fiesta,2015,7700,Manual,38822,Petrol,0,65.7,1
Fiesta,2017,8800,Manual,20226,Petrol,145,65.7,1
Fiesta,2017,7510,Manual,21103,Petrol,125,54.3,1.2
Fiesta,2019,12390,Manual,4000,Petrol,145,58.9,1
Fiesta,2018,11450,Manual,14377,Petrol,145,56.5,1
Fiesta,2014,8810,Semi-Auto,23858,Petrol,0,57.7,1
Fiesta,2017,11250,Semi-Auto,23817,Petrol,0,57.7,1
Fiesta,2017,10230,Manual,28158,Petrol,20,62.8,1
Fiesta,2019,14995,Manual,15,Petrol,145,58.9,1
Fiesta,2019,14995,Manual,15,Petrol,145,55.4,1
Fiesta,2018,13995,Manual,6961,Petrol,145,65.7,1
Fiesta,2019,14995,Manual,15,Petrol,145,58.9,1
Fiesta,2019,15995,Manual,15,Petrol,145,58.9,1
Fiesta,2019,14995,Manual,15,Petrol,145,58.9,1
Fiesta,2016,8695,Manual,32346,Petrol,0,65.7,1
Fiesta,2019,16990,Automatic,3765,Petrol,145,48.7,1
Fiesta,2014,7771,Semi-Auto,28338,Petrol,145,47.9,1.6
Fiesta,2016,7997,Manual,21000,Petrol,125,54.3,1.2
Fiesta,2016,8397,Manual,29500,Petrol,0,65.7,1
Fiesta,2015,10494,Manual,24025,Petrol,145,47.9,1.6
Fiesta,2014,7697,Manual,36100,Petrol,0,65.7,1
Fiesta,2014,8997,Semi-Auto,28000,Petrol,0,57.7,1
Fiesta,2017,10020,Manual,15133,Petrol,20,62.8,1
Fiesta,2017,9230,Manual,4218,Petrol,125,54.3,1.2
Fiesta,2015,6982,Manual,35847,Petrol,0,65.7,1
Fiesta,2018,8800,Manual,21022,Petrol,150,64.2,1.1
Fiesta,2013,6990,Manual,39213,Petrol,0,65.7,1
Fiesta,2018,14920,Manual,5373,Petrol,145,58.9,1
Fiesta,2018,10370,Manual,21572,Petrol,145,56.5,1
Fiesta,2018,10460,Manual,26368,Petrol,145,65.7,1
Fiesta,2016,9997,Semi-Auto,9000,Petrol,145,47.9,1.6
Fiesta,2014,7669,Semi-Auto,21700,Petrol,145,47.9,1.6
Fiesta,2013,7767,Semi-Auto,20000,Petrol,145,47.9,1.6
Fiesta,2015,7777,Manual,7939,Petrol,30,54.3,1.2
Fiesta,2014,9881,Manual,17610,Petrol,145,47.9,1.6
Fiesta,2016,10333,Manual,15800,Petrol,20,62.8,1
Fiesta,2017,7969,Manual,4750,Petrol,125,54.3,1.2
Fiesta,2017,11494,Manual,19745,Petrol,145,47.9,1.6
Fiesta,2016,9839,Manual,11717,Petrol,20,62.8,1
Fiesta,2016,9292,Manual,19350,Petrol,20,62.8,1
Fiesta,2018,10390,Manual,5402,Petrol,150,64.2,1.1
Fiesta,2016,9950,Manual,16756,Petrol,20,62.8,1
Fiesta,2017,10510,Manual,11961,Petrol,20,62.8,1
Fiesta,2014,7020,Manual,16463,Petrol,30,54.3,1.2
Fiesta,2018,10790,Manual,26357,Petrol,145,65.7,1
Fiesta,2018,8500,Manual,38779,Petrol,145,64.2,1.1
Fiesta,2018,11790,Semi-Auto,31476,Petrol,145,54.3,1
Fiesta,2019,15290,Manual,7144,Petrol,150,58.9,1
Fiesta,2018,14290,Manual,13263,Petrol,150,65.7,1
Fiesta,2018,11200,Manual,11997,Petrol,145,65.7,1
Fiesta,2018,9790,Manual,13170,Petrol,150,65.7,1
Fiesta,2018,10790,Manual,11924,Petrol,150,65.7,1
Fiesta,2018,14990,Manual,8895,Petrol,150,65.7,1
Fiesta,2015,5790,Manual,47281,Petrol,125,54.3,1.2
Fiesta,2018,8990,Manual,9616,Petrol,145,64.2,1.1
Fiesta,2018,9700,Manual,8335,Petrol,145,65.7,1
Fiesta,2018,10990,Manual,24674,Petrol,145,65.7,1
Fiesta,2016,7790,Manual,54503,Petrol,0,65.7,1
Fiesta,2018,9790,Manual,9575,Petrol,150,64.2,1.1
Fiesta,2014,6490,Manual,29607,Petrol,30,54.3,1.2
Fiesta,2018,9690,Manual,10567,Petrol,145,64.2,1.1
Fiesta,2018,11500,Manual,5505,Petrol,145,65.7,1
Fiesta,2017,10901,Manual,12890,Petrol,145,65.7,1
Fiesta,2018,8490,Manual,24792,Petrol,150,64.2,1.1
Fiesta,2017,9500,Manual,24013,Petrol,150,65.7,1
Fiesta,2018,9990,Manual,10691,Petrol,150,64.2,1.1
Fiesta,2019,11690,Manual,13,Petrol,150,58.9,1
Fiesta,2015,7790,Manual,35155,Petrol,0,65.7,1
Fiesta,2018,9700,Manual,8769,Petrol,145,64.2,1.1
Fiesta,2018,12000,Manual,7760,Petrol,145,65.7,1
Fiesta,2018,11290,Manual,13585,Petrol,145,65.7,1
Fiesta,2018,11690,Manual,12127,Petrol,145,65.7,1
Fiesta,2019,18591,Semi-Auto,2341,Petrol,145,48.7,1
Fiesta,2018,11690,Manual,8156,Petrol,145,65.7,1
Fiesta,2019,15500,Manual,7504,Petrol,145,61.4,1
Fiesta,2018,11500,Manual,31520,Petrol,145,65.7,1
Fiesta,2017,12000,Manual,18605,Petrol,145,65.7,1
Fiesta,2018,10500,Manual,25367,Petrol,145,58.9,1
Fiesta,2018,10000,Manual,13691,Petrol,145,65.7,1
Fiesta,2018,11500,Manual,2729,Petrol,145,58.9,1
Fiesta,2016,8400,Manual,28000,Petrol,125,54.3,1.2
Fiesta,2018,10800,Manual,15356,Petrol,145,65.7,1
Fiesta,2018,10500,Manual,8363,Petrol,145,58.9,1
Fiesta,2018,10000,Manual,15682,Petrol,145,65.7,1
Fiesta,2018,11500,Manual,13820,Petrol,145,65.7,1
Fiesta,2018,10500,Manual,6042,Petrol,145,64.2,1.1
Fiesta,2015,7500,Manual,23658,Petrol,125,54.3,1.2
Fiesta,2018,10499,Manual,11143,Petrol,145,65.7,1
Fiesta,2018,11695,Manual,12874,Petrol,150,65.7,1
Fiesta,2015,6700,Manual,52353,Petrol,30,54.3,1.2
Fiesta,2018,10800,Manual,19153,Petrol,145,65.7,1
Fiesta,2017,10200,Manual,23403,Petrol,145,65.7,1
Fiesta,2018,8990,Manual,15141,Petrol,150,64.2,1.1
Fiesta,2017,9500,Manual,18928,Petrol,145,64.2,1.1
Fiesta,2017,9200,Manual,45500,Diesel,150,85.6,1.5
Fiesta,2015,6800,Manual,19784,Petrol,125,54.3,1.2
Fiesta,2017,11175,Manual,6745,Petrol,145,65.7,1
Fiesta,2016,9795,Manual,15000,Petrol,0,65.7,1
Fiesta,2017,10795,Manual,13000,Petrol,145,65.7,1
Fiesta,2017,10699,Semi-Auto,9896,Petrol,145,57.7,1
Fiesta,2018,13100,Manual,8419,Petrol,145,62.8,1
Fiesta,2018,10800,Manual,5110,Petrol,145,64.2,1.1
Fiesta,2018,12700,Manual,14380,Petrol,145,65.7,1
Fiesta,2018,11600,Manual,12836,Petrol,145,65.7,1
Fiesta,2018,10600,Manual,33080,Petrol,145,65.7,1
Fiesta,2017,12000,Semi-Auto,14916,Petrol,0,57.7,1
Fiesta,2019,18000,Manual,1793,Petrol,145,55.4,1
Fiesta,2019,16000,Manual,3557,Petrol,145,55.4,1
Fiesta,2019,14000,Manual,3889,Petrol,145,56.5,1
Fiesta,2019,15000,Manual,9988,Petrol,145,58.9,1
Fiesta,2018,10308,Manual,31997,Petrol,145,65.7,1
Fiesta,2017,12499,Manual,4277,Petrol,145,62.8,1
Fiesta,2019,14000,Manual,1384,Petrol,145,48.7,1.1
Fiesta,2019,14000,Manual,1559,Petrol,145,48.7,1.1
Fiesta,2019,14000,Manual,886,Petrol,145,48.7,1.1
Fiesta,2017,9799,Manual,23337,Petrol,0,65.7,1
Fiesta,2019,14000,Manual,4336,Petrol,145,58.9,1
Fiesta,2017,10000,Manual,28969,Petrol,145,65.7,1
Fiesta,2014,7499,Manual,17551,Petrol,0,65.7,1
Fiesta,2017,9200,Manual,7391,Petrol,0,65.7,1
Fiesta,2019,15000,Manual,1035,Petrol,145,58.9,1
Fiesta,2018,10700,Manual,3475,Petrol,145,64.2,1.1
Fiesta,2019,14000,Manual,1459,Petrol,145,48.7,1.1
Fiesta,2015,8070,Manual,13324,Petrol,30,54.3,1.2
Fiesta,2016,9710,Manual,21314,Petrol,20,62.8,1
Fiesta,2016,7795,Manual,46891,Petrol,0,65.7,1
Fiesta,2018,12750,Manual,7026,Petrol,145,65.7,1
Fiesta,2018,12600,Manual,9674,Petrol,145,65.7,1
Fiesta,2018,10500,Manual,15675,Petrol,145,65.7,1
Fiesta,2015,7495,Manual,31945,Petrol,0,65.7,1
Fiesta,2016,9950,Manual,21105,Diesel,0,78.5,1.5
Fiesta,2016,8250,Manual,24220,Petrol,0,65.7,1
Fiesta,2019,14995,Manual,51,Petrol,145,58.9,1
Fiesta,2019,13495,Manual,6000,Diesel,145,58.9,1.5
Fiesta,2018,13495,Manual,11395,Petrol,145,65.7,1
Fiesta,2017,8995,Manual,34682,Petrol,145,65.7,1
Fiesta,2017,8795,Manual,25456,Petrol,145,65.7,1
Fiesta,2017,8799,Manual,18378,Petrol,125,54.3,1.2
Fiesta,2018,15699,Manual,10000,Petrol,145,62.8,1
Fiesta,2018,11000,Manual,7485,Petrol,145,65.7,1
Fiesta,2016,10000,Manual,17431,Petrol,20,62.8,1
Fiesta,2018,13995,Manual,7380,Petrol,145,55.4,1
Fiesta,2018,16495,Manual,6225,Petrol,145,40.3,1.5
Fiesta,2019,13495,Manual,700,Petrol,145,58.9,1
Fiesta,2018,11500,Manual,11053,Petrol,145,65.7,1
Fiesta,2017,11995,Automatic,5720,Petrol,145,54.3,1
Fiesta,2018,11018,Manual,34938,Petrol,145,65.7,1
Fiesta,2017,9000,Manual,18734,Petrol,145,54.3,1.2
Fiesta,2018,10300,Manual,9300,Petrol,145,64.2,1.1
Fiesta,2018,10600,Manual,21760,Petrol,145,65.7,1
Fiesta,2016,9980,Manual,29122,Petrol,150,47.9,1.6
Fiesta,2017,10380,Manual,12847,Petrol,0,65.7,1
Fiesta,2016,9533,Semi-Auto,17457,Petrol,0,57.7,1
Fiesta,2017,9499,Manual,24526,Petrol,145,65.7,1
Fiesta,2017,10290,Manual,4070,Petrol,145,64.2,1.1
Fiesta,2014,7495,Manual,29840,Diesel,0,76.4,1.5
Fiesta,2019,14995,Manual,12,Petrol,145,55.4,1
Fiesta,2018,12995,Manual,5735,Petrol,145,58.9,1
Fiesta,2018,11900,Manual,29951,Petrol,145,65.7,1
Fiesta,2017,9500,Manual,22234,Petrol,145,65.7,1
Fiesta,2019,14600,Manual,11337,Petrol,145,58.9,1
Fiesta,2018,10500,Manual,32160,Petrol,145,65.7,1
Fiesta,2018,10700,Manual,6533,Petrol,150,55.4,1.1
Fiesta,2018,16200,Manual,11654,Petrol,150,40.3,1.5
Fiesta,2018,13100,Semi-Auto,3356,Petrol,150,54.3,1
Fiesta,2017,10699,Manual,41197,Petrol,150,47.9,1.6
Fiesta,2019,18995,Manual,50,Petrol,150,40.3,1.5
Fiesta,2017,6991,Manual,15969,Petrol,125,54.3,1.2
Fiesta,2016,7980,Manual,42045,Petrol,20,62.8,1
Fiesta,2017,9277,Manual,28294,Petrol,145,65.7,1
Fiesta,2018,9600,Manual,11038,Petrol,150,64.2,1.1
Fiesta,2017,9700,Manual,20885,Petrol,150,54.3,1.2
Fiesta,2018,10500,Manual,13336,Petrol,150,65.7,1
Fiesta,2016,9300,Manual,16595,Petrol,0,65.7,1
Fiesta,2018,11400,Manual,10213,Petrol,145,65.7,1
Fiesta,2018,10900,Manual,5541,Petrol,145,64.2,1.1
Fiesta,2014,8900,Manual,28600,Petrol,0,65.7,1
Fiesta,2017,9200,Manual,28330,Petrol,150,65.7,1
Fiesta,2018,9700,Manual,10815,Petrol,145,64.2,1.1
Fiesta,2018,10700,Manual,9575,Petrol,145,64.2,1.1
Fiesta,2013,7000,Manual,45024,Petrol,0,65.7,1
Fiesta,2018,11000,Manual,5763,Petrol,145,55.4,1.1
Fiesta,2018,11300,Manual,33291,Petrol,145,65.7,1
Fiesta,2018,10000,Manual,34553,Petrol,145,65.7,1
Fiesta,2017,11200,Manual,19168,Petrol,145,65.7,1
Fiesta,2017,12500,Manual,26294,Petrol,145,47.9,1.6
Fiesta,2013,7000,Manual,35987,Petrol,30,54.3,1.2
Fiesta,2017,11750,Manual,7564,Petrol,150,65.7,1
Fiesta,2017,9500,Manual,18342,Petrol,150,65.7,1
Fiesta,2018,12500,Manual,13000,Petrol,145,65.7,1
Fiesta,2018,10500,Manual,21637,Petrol,150,65.7,1
Fiesta,2018,11500,Manual,20556,Petrol,150,65.7,1
Fiesta,2020,17800,Manual,10,Petrol,145,58.9,1
Fiesta,2017,9800,Manual,11365,Petrol,125,54.3,1.2
Fiesta,2018,9600,Manual,15400,Petrol,145,64.2,1.1
Fiesta,2018,12500,Manual,14881,Petrol,145,65.7,1
Fiesta,2018,11200,Manual,17971,Petrol,145,58.9,1
Fiesta,2018,11800,Manual,7500,Petrol,145,58.9,1
Fiesta,2017,10500,Manual,8965,Petrol,145,64.2,1.1
Fiesta,2016,9200,Manual,17833,Petrol,125,54.3,1.2
Fiesta,2017,9999,Manual,21687,Petrol,145,65.7,1
Fiesta,2014,7000,Semi-Auto,33000,Petrol,145,47.9,1.6
Fiesta,2018,9700,Manual,6302,Petrol,145,64.2,1.1
Fiesta,2018,10000,Manual,18522,Petrol,145,64.2,1.1
Fiesta,2016,10000,Manual,19930,Petrol,0,65.7,1
Fiesta,2018,10600,Manual,32868,Petrol,145,65.7,1
Fiesta,2018,11186,Manual,31701,Petrol,145,65.7,1
Fiesta,2015,9000,Manual,23326,Petrol,0,65.7,1
Fiesta,2016,9500,Manual,28530,Petrol,20,62.8,1
Fiesta,2019,11250,Manual,17073,Petrol,145,58.9,1
Fiesta,2018,13000,Manual,15405,Petrol,150,65.7,1
Fiesta,2019,17500,Manual,3341,Petrol,145,60.1,1
Fiesta,2015,8800,Manual,28324,Petrol,0,65.7,1
Fiesta,2017,10000,Manual,38386,Diesel,0,78.5,1.5
Fiesta,2018,10500,Manual,8234,Petrol,145,64.2,1.1
Fiesta,2014,7200,Manual,37073,Petrol,30,54.3,1.2
Fiesta,2014,6800,Manual,43612,Petrol,30,54.3,1.2
Fiesta,2017,9500,Manual,13667,Petrol,150,54.3,1.2
Fiesta,2013,6400,Manual,29708,Petrol,0,65.7,1
Fiesta,2015,7299,Manual,50405,Petrol,0,65.7,1
Fiesta,2018,11299,Manual,22760,Petrol,145,65.7,1
Fiesta,2015,7499,Manual,33034,Petrol,0,65.7,1
Fiesta,2018,12250,Manual,11350,Petrol,145,58.9,1
Fiesta,2014,8750,Manual,25702,Petrol,0,65.7,1
Fiesta,2016,9995,Manual,5804,Petrol,0,65.7,1
Fiesta,2016,10295,Manual,17659,Petrol,0,65.7,1
Fiesta,2017,9000,Manual,21167,Petrol,150,64.2,1.1
Fiesta,2018,12500,Manual,4507,Petrol,145,65.7,1
Fiesta,2016,7695,Manual,27136,Petrol,125,54.3,1.2
Fiesta,2016,10495,Manual,34610,Petrol,145,47.9,1.6
Fiesta,2018,14295,Manual,13880,Petrol,145,55.4,1
Fiesta,2018,10799,Manual,10800,Petrol,145,65.7,1
Fiesta,2018,14499,Manual,6300,Petrol,145,55.4,1
Fiesta,2019,15499,Automatic,3300,Petrol,145,48.7,1
Fiesta,2019,15699,Manual,6000,Petrol,145,58.9,1
Fiesta,2018,13999,Manual,13700,Petrol,145,58.9,1
Fiesta,2018,15250,Automatic,16300,Petrol,145,54.3,1
Fiesta,2018,12499,Manual,2650,Petrol,145,61.4,1
Fiesta,2018,12495,Manual,17672,Petrol,145,65.7,1
Fiesta,2018,14795,Manual,7006,Petrol,145,55.4,1
Fiesta,2018,11295,Manual,9708,Petrol,145,65.7,1
Fiesta,2017,10295,Manual,25061,Petrol,145,65.7,1
Fiesta,2018,11495,Manual,19583,Petrol,145,65.7,1
Fiesta,2017,8995,Manual,11345,Petrol,145,65.7,1
Fiesta,2018,10795,Manual,13535,Petrol,145,65.7,1
Fiesta,2014,6990,Manual,35000,Petrol,0,65.7,1
Fiesta,2013,6295,Manual,46797,Diesel,0,85.6,1.6
Fiesta,2019,17500,Manual,7775,Petrol,150,40.3,1.5
Fiesta,2016,7000,Manual,42300,Petrol,0,65.7,1
Fiesta,2019,13900,Manual,11805,Petrol,150,55.4,1
Fiesta,2018,9600,Manual,22167,Petrol,150,65.7,1
Fiesta,2018,11500,Manual,11000,Petrol,150,65.7,1
Fiesta,2019,12000,Manual,12201,Petrol,150,56.5,1
Fiesta,2019,10295,Manual,16457,Petrol,145,55.4,1.1
Fiesta,2013,7795,Manual,30641,Petrol,0,65.7,1
Fiesta,2019,13495,Manual,5338,Petrol,145,58.9,1
Fiesta,2019,14995,Manual,9139,Petrol,145,58.9,1
Fiesta,2017,12995,Manual,12499,Petrol,145,64.2,1.1
Fiesta,2020,15500,Manual,2462,Petrol,150,58.9,1
Fiesta,2015,6498,Manual,30774,Petrol,30,54.3,1.2
Fiesta,2017,8995,Manual,8761,Petrol,150,54.3,1.2
Fiesta,2016,8900,Manual,13928,Petrol,0,65.7,1
Fiesta,2015,7200,Manual,31691,Petrol,0,65.7,1
Fiesta,2016,6500,Manual,41193,Petrol,125,54.3,1.2
Fiesta,2018,11495,Manual,14850,Petrol,145,65.7,1
Fiesta,2019,16995,Manual,1958,Petrol,145,55.4,1
Fiesta,2017,8595,Manual,17072,Petrol,145,65.7,1
Fiesta,2019,14900,Manual,10971,Petrol,150,55.4,1
Fiesta,2019,14500,Manual,10603,Petrol,150,55.4,1
Fiesta,2017,9000,Manual,23804,Petrol,145,65.7,1
Fiesta,2016,9995,Manual,28021,Petrol,0,65.7,1
Fiesta,2018,10795,Manual,18086,Petrol,145,65.7,1
Fiesta,2018,11495,Manual,10806,Petrol,145,65.7,1
Fiesta,2014,8495,Manual,25177,Petrol,0,65.7,1
Fiesta,2015,7995,Manual,23050,Petrol,0,65.7,1
Fiesta,2015,7984,Manual,13996,Petrol,125,54.3,1.2
Fiesta,2016,9994,Manual,1599,Petrol,20,62.8,1
Fiesta,2015,8997,Manual,26150,Petrol,0,65.7,1
Fiesta,2017,10500,Manual,21002,Petrol,0,65.7,1
Fiesta,2018,12200,Manual,12202,Petrol,145,65.7,1
Fiesta,2015,8000,Manual,26323,Petrol,0,65.7,1
Fiesta,2017,9500,Manual,10109,Petrol,150,64.2,1.1
Fiesta,2019,12700,Manual,8572,Diesel,145,58.9,1.5
Fiesta,2018,11000,Manual,20816,Diesel,145,88.3,1.5
Fiesta,2018,11200,Manual,18600,Petrol,145,56.5,1
Fiesta,2018,10390,Manual,34240,Petrol,145,56.5,1
Fiesta,2015,8295,Manual,12647,Petrol,0,65.7,1
Fiesta,2018,10900,Manual,17637,Petrol,145,64.2,1.1
Fiesta,2019,14500,Manual,10790,Petrol,145,58.9,1
Fiesta,2018,11500,Manual,32023,Petrol,145,65.7,1
Fiesta,2020,17500,Manual,20,Petrol,145,58.9,1
Fiesta,2018,10700,Manual,7579,Petrol,145,64.2,1.1
Fiesta,2018,11900,Manual,26873,Petrol,145,65.7,1
Fiesta,2016,8262,Manual,31003,Petrol,0,65.7,1
Fiesta,2018,10600,Manual,21300,Petrol,145,56.5,1
Fiesta,2018,10600,Manual,27401,Petrol,150,56.5,1
Fiesta,2014,6500,Manual,32930,Petrol,30,54.3,1.2
Fiesta,2017,11000,Semi-Auto,13305,Petrol,150,57.7,1
Fiesta,2014,9200,Manual,13462,Petrol,0,65.7,1
Fiesta,2018,12000,Manual,15011,Petrol,150,58.9,1
Fiesta,2019,15000,Manual,5323,Petrol,150,58.9,1
Fiesta,2019,15250,Semi-Auto,15695,Petrol,150,48.7,1
Fiesta,2015,7250,Manual,36620,Petrol,0,65.7,1
Fiesta,2015,8109,Manual,23980,Petrol,0,65.7,1
Fiesta,2018,9990,Manual,40220,Petrol,145,56.5,1
Fiesta,2015,7100,Manual,22980,Petrol,0,65.7,1
Fiesta,2018,11500,Manual,10980,Petrol,145,56.5,1
Fiesta,2018,10600,Manual,27380,Petrol,145,56.5,1
Fiesta,2017,9700,Manual,23830,Petrol,145,65.7,1
Fiesta,2017,9660,Manual,21430,Petrol,0,65.7,1
Fiesta,2017,8800,Manual,11360,Petrol,0,65.7,1
Fiesta,2018,10160,Manual,9440,Petrol,145,65.7,1
Fiesta,2014,6200,Manual,37960,Petrol,30,54.3,1.2
Fiesta,2017,11110,Manual,24480,Petrol,145,47.9,1.6
Fiesta,2017,9390,Manual,25710,Petrol,20,62.8,1
Fiesta,2015,8130,Manual,30610,Petrol,0,65.7,1
Fiesta,2015,6970,Manual,54790,Diesel,0,88.3,1.5
Fiesta,2015,6950,Manual,20060,Petrol,125,54.3,1.2
Fiesta,2017,11440,Semi-Auto,5890,Petrol,145,54.3,1
Fiesta,2018,9700,Manual,20800,Petrol,145,58.9,1
Fiesta,2018,9700,Manual,25460,Petrol,145,58.9,1
Fiesta,2018,10360,Manual,22620,Petrol,145,65.7,1
Fiesta,2018,9990,Manual,26610,Petrol,145,58.9,1
Fiesta,2018,10100,Manual,26830,Petrol,145,65.7,1
Fiesta,2017,8290,Manual,26030,Diesel,145,78.5,1.5
Fiesta,2018,9695,Manual,15500,Petrol,145,65.7,1
Fiesta,2016,7300,Manual,15700,Petrol,125,54.3,1.2
Fiesta,2018,12000,Semi-Auto,1786,Petrol,145,50.4,1
Fiesta,2019,11500,Manual,16302,Diesel,145,55.4,1.5
Fiesta,2016,7550,Manual,45000,Diesel,0,78.5,1.5
Fiesta,2018,11500,Manual,13340,Petrol,145,56.5,1
Fiesta,2018,10600,Manual,23050,Petrol,145,56.5,1
Fiesta,2018,10600,Manual,20830,Petrol,145,56.5,1
Fiesta,2018,11200,Manual,16960,Petrol,145,56.5,1
Fiesta,2018,10600,Manual,22200,Petrol,145,56.5,1
Fiesta,2018,11500,Manual,11680,Petrol,145,56.5,1
Fiesta,2018,11500,Manual,13480,Petrol,145,56.5,1
Fiesta,2017,8730,Manual,18041,Petrol,145,54.3,1.2
Fiesta,2016,7490,Manual,16826,Petrol,125,54.3,1.2
Fiesta,2015,9995,Manual,14500,Petrol,0,65.7,1
Fiesta,2019,15995,Manual,4000,Petrol,145,55.4,1
Fiesta,2019,14995,Manual,15,Petrol,150,58.9,1
Fiesta,2018,10600,Manual,21090,Petrol,145,56.5,1
Fiesta,2018,10695,Manual,10000,Petrol,145,65.7,1
Fiesta,2018,10995,Manual,9000,Petrol,145,65.7,1
Fiesta,2016,8995,Manual,30000,Petrol,0,65.7,1
Fiesta,2018,11295,Manual,15000,Petrol,145,65.7,1
Fiesta,2017,8995,Manual,32000,Petrol,145,65.7,1
Fiesta,2017,8995,Manual,7501,Diesel,0,78.5,1.5
Fiesta,2017,8990,Manual,5590,Petrol,145,54.3,1.2
Fiesta,2013,5975,Manual,22230,Petrol,30,54.3,1.2
Fiesta,2018,11500,Manual,13870,Petrol,145,56.5,1
Fiesta,2014,7930,Manual,25259,Petrol,0,65.7,1
Fiesta,2017,9995,Manual,24750,Petrol,145,65.7,1
